ring_id,species,wing_length_mm,weight_g,fat_score,date,sex
AX-16485,Kohlmeise,74.7,17.7,0,2024-09-07,F
AX-30203,Blaumeise,60.3,11.7,3,2024-09-07,F
AX-98748,Kohlmeise,67.7,20.1,4,2024-09-07,F
AX-63834,Blaumeise,62.5,10.5,4,2024-09-07,U
AX-86809,Kohlmeise,76.9,18.0,1,2024-09-07,U
AX-12658,Amsel,125.6,84.4,3,2024-09-07,F
AX-68650,Blaumeise,64.1,11.3,3,2024-09-07,M
AX-12679,Amsel,129.9,97.0,1,2024-09-07,M
AX-79899,Blaumeise,61.1,8.6,0,2024-09-07,U
AX-69958,Amsel,119.3,91.7,3,2024-09-07,F
AX-34618,Kohlmeise,75.4,16.2,0,2024-09-07,M
AX-39378,Kohlmeise,77.5,19.9,3,2024-09-07,M
AX-47267,Kohlmeise,77.4,19.0,0,2024-09-07,M
AX-11552,Blaumeise,66.9,12.5,0,2024-09-07,M
AX-71957,Amsel,130.6,87.7,4,2024-09-07,F
AX-93562,Kohlmeise,77.5,17.2,5,2024-09-08,U
AX-28632,Blaumeise,61.8,11.2,4,2024-09-08,M
AX-94983,Amsel,127.1,99.5,4,2024-09-08,U
AX-62609,Blaumeise,64.5,11.5,4,2024-09-08,U
AX-15709,Amsel,125.9,80.9,0,2024-09-08,U
AX-53913,Amsel,124.1,101.9,0,2024-09-08,F
AX-77674,Blaumeise,64.0,11.7,3,2024-09-08,U
AX-42885,Blaumeise,61.9,11.5,0,2024-09-08,M
AX-33752,Blaumeise,62.7,11.2,0,2024-09-08,F
AX-54215,Blaumeise,61.7,10.6,0,2024-09-08,U
AX-94698,Kohlmeise,74.6,16.4,0,2024-09-08,F
AX-66609,Kohlmeise,74.8,17.9,0,2024-09-08,F
AX-42677,Amsel,123.0,108.8,1,2024-09-08,U
AX-46138,Blaumeise,63.1,11.2,1,2024-09-08,U
AX-63863,Blaumeise,60.9,11.6,1,2024-09-08,U
AX-57721,Kohlmeise,73.3,18.2,4,2024-09-08,M
AX-94102,Amsel,128.6,95.7,2,2024-09-08,F
AX-29282,Kohlmeise,77.3,17.9,2,2024-09-08,F
AX-91073,Blaumeise,63.7,10.7,2,2024-09-08,M
AX-81130,Amsel,129.3,105.7,0,2024-09-08,M
AX-23677,Blaumeise,59.6,11.7,2,2024-09-08,F
AX-51718,Amsel,118.4,90.4,1,2024-09-08,U
AX-74577,Amsel,123.9,98.6,3,2024-09-08,F
AX-19365,Kohlmeise,74.0,18.0,0,2024-09-08,U
AX-65944,Amsel,125.9,89.4,2,2024-09-08,F
AX-23642,Blaumeise,62.8,9.4,3,2024-09-08,U
AX-51144,Blaumeise,57.8,9.3,4,2024-09-08,F
AX-66663,Blaumeise,61.2,10.8,5,2024-09-08,F
AX-78165,Blaumeise,63.9,10.9,4,2024-09-09,F
AX-69171,Kohlmeise,77.2,16.8,4,2024-09-09,M
AX-95448,Blaumeise,59.0,10.3,4,2024-09-09,F
AX-62095,Kohlmeise,71.6,17.9,2,2024-09-09,F
AX-69270,Kohlmeise,74.2,19.5,0,2024-09-09,U
AX-24987,Amsel,123.6,88.0,4,2024-09-09,M
AX-93165,Kohlmeise,73.9,19.4,2,2024-09-09,F
AX-70062,Amsel,135.0,99.8,3,2024-09-09,U
AX-57740,Blaumeise,62.8,11.1,2,2024-09-09,F
AX-61249,Amsel,132.5,81.0,4,2024-09-09,M
AX-27225,Amsel,128.7,99.3,3,2024-09-09,U
AX-71648,Kohlmeise,73.5,17.6,3,2024-09-09,U
AX-33817,Kohlmeise,76.8,17.3,5,2024-09-09,U
AX-15388,Kohlmeise,77.7,20.5,4,2024-09-09,M
AX-14610,Blaumeise,61.0,11.9,5,2024-09-09,F
AX-18758,Blaumeise,59.9,9.5,5,2024-09-09,U
AX-32940,Amsel,120.6,93.5,2,2024-09-09,F
AX-18313,Amsel,130.8,89.7,0,2024-09-09,F
AX-26615,Blaumeise,59.2,10.9,0,2024-09-09,F
AX-56595,Amsel,124.0,91.2,2,2024-09-09,F
AX-75269,Kohlmeise,69.3,20.9,2,2024-09-09,F
AX-80184,Amsel,128.8,99.2,5,2024-09-09,M
AX-15270,Kohlmeise,73.5,18.8,5,2024-09-09,M
AX-55354,Amsel,126.7,95.5,5,2024-09-10,U
AX-68698,Kohlmeise,76.1,18.8,3,2024-09-10,U
AX-28926,Amsel,118.9,104.7,0,2024-09-10,M
AX-34343,Kohlmeise,75.3,19.3,3,2024-09-10,U
AX-75383,Blaumeise,64.7,11.0,1,2024-09-10,M
AX-44957,Kohlmeise,72.1,17.6,3,2024-09-10,F
AX-51478,Blaumeise,64.5,11.9,5,2024-09-10,M
AX-65682,Blaumeise,62.0,10.9,1,2024-09-10,U
AX-83843,Amsel,127.4,94.0,0,2024-09-10,F
AX-66766,Blaumeise,61.6,11.6,5,2024-09-10,U
AX-73505,Amsel,114.8,94.8,5,2024-09-10,F
AX-16426,Blaumeise,64.5,9.7,1,2024-09-10,M
AX-85435,Blaumeise,61.0,9.8,5,2024-09-10,F
AX-87665,Blaumeise,56.7,12.8,4,2024-09-10,F
AX-91268,Amsel,133.9,100.8,0,2024-09-10,M
AX-61709,Amsel,133.0,103.2,3,2024-09-10,M
AX-29422,Kohlmeise,72.9,19.5,2,2024-09-10,M
AX-59035,Blaumeise,59.4,9.9,5,2024-09-10,F
AX-33076,Amsel,130.0,95.4,2,2024-09-10,M
AX-68705,Blaumeise,63.9,9.7,5,2024-09-10,M
AX-81583,Kohlmeise,76.7,20.6,1,2024-09-10,M
AX-25212,Amsel,127.4,107.3,3,2024-09-10,U
AX-68663,Amsel,128.2,82.8,1,2024-09-10,M
AX-62429,Blaumeise,59.5,10.4,3,2024-09-10,F
AX-18320,Blaumeise,61.2,9.8,4,2024-09-11,F
AX-85509,Amsel,137.1,112.0,2,2024-09-11,M
AX-95117,Amsel,131.1,90.3,0,2024-09-11,U
AX-37207,Amsel,125.0,97.6,5,2024-09-11,U
AX-21348,Amsel,130.6,82.0,0,2024-09-11,M
AX-93548,Amsel,134.1,90.1,4,2024-09-11,M
AX-44707,Kohlmeise,77.3,17.9,1,2024-09-11,M
AX-19142,Amsel,129.7,82.8,1,2024-09-11,F
AX-72316,Kohlmeise,77.3,16.4,5,2024-09-11,M
AX-54092,Amsel,134.1,107.4,1,2024-09-11,F
AX-58670,Kohlmeise,75.4,18.2,4,2024-09-11,F
AX-16769,Amsel,131.6,95.1,5,2024-09-11,M
AX-29050,Blaumeise,59.0,12.8,1,2024-09-11,F
AX-78070,Kohlmeise,75.5,18.8,3,2024-09-11,M
AX-62625,Blaumeise,64.0,11.6,4,2024-09-11,M
AX-48006,Amsel,130.9,97.2,4,2024-09-11,F
AX-99381,Kohlmeise,75.0,19.1,1,2024-09-11,F
AX-41048,Blaumeise,64.8,10.8,1,2024-09-11,M
AX-74552,Kohlmeise,76.3,17.8,4,2024-09-12,U
AX-73346,Kohlmeise,78.0,16.3,5,2024-09-12,U
AX-85435,Kohlmeise,70.1,19.9,5,2024-09-12,F
AX-20434,Amsel,129.5,90.2,3,2024-09-12,U
AX-88031,Blaumeise,62.9,11.4,1,2024-09-12,M
AX-45567,Amsel,122.0,82.8,5,2024-09-12,F
AX-76842,Amsel,131.8,96.3,0,2024-09-12,U
AX-22975,Kohlmeise,74.3,19.3,2,2024-09-12,M
AX-92600,Blaumeise,63.4,10.1,5,2024-09-12,M
AX-30199,Amsel,129.1,88.7,0,2024-09-12,U
AX-43328,Blaumeise,61.6,12.5,5,2024-09-12,F
AX-47281,Kohlmeise,76.0,19.8,5,2024-09-12,M
AX-47709,Blaumeise,64.4,11.1,4,2024-09-12,M
AX-38631,Blaumeise,60.9,10.8,1,2024-09-12,U
AX-54587,Kohlmeise,78.7,17.1,2,2024-09-12,U
AX-67487,Amsel,125.5,93.3,1,2024-09-12,F
AX-35820,Blaumeise,63.3,9.2,3,2024-09-12,U
AX-96279,Amsel,124.6,97.1,4,2024-09-12,F
AX-35957,Blaumeise,64.9,12.1,2,2024-09-12,M
AX-25002,Kohlmeise,74.6,16.6,3,2024-09-12,F
AX-71890,Blaumeise,65.8,11.3,0,2024-09-12,M
AX-78497,Kohlmeise,71.4,19.3,5,2024-09-12,F
AX-98768,Kohlmeise,79.9,19.6,1,2024-09-12,M
AX-18437,Amsel,133.1,96.6,5,2024-09-12,F
AX-93938,Amsel,128.9,102.1,1,2024-09-12,F
AX-30585,Blaumeise,63.7,10.8,3,2024-09-12,U
AX-86587,Amsel,130.1,93.5,3,2024-09-12,F
AX-97264,Blaumeise,56.8,10.0,0,2024-09-12,F
AX-62073,Amsel,126.5,90.7,4,2024-09-12,F
AX-61126,Blaumeise,61.8,12.5,3,2024-09-12,U
AX-96493,Amsel,129.6,100.8,0,2024-09-12,U
AX-88108,Amsel,126.3,95.7,3,2024-09-12,U
AX-64453,Blaumeise,64.3,13.3,0,2024-09-12,M
AX-27344,Amsel,123.7,100.0,3,2024-09-12,U
AX-47031,Blaumeise,63.8,11.8,1,2024-09-12,F
AX-95527,Kohlmeise,75.9,17.5,5,2024-09-13,U
AX-97500,Kohlmeise,75.6,18.6,0,2024-09-13,U
AX-91086,Amsel,127.2,97.3,5,2024-09-13,F
AX-17023,Amsel,125.1,99.0,4,2024-09-13,F
AX-83749,Kohlmeise,72.4,15.5,4,2024-09-13,F
AX-62195,Amsel,129.3,90.4,1,2024-09-13,M
AX-35931,Blaumeise,60.7,10.5,4,2024-09-13,F
AX-17430,Amsel,126.9,84.1,0,2024-09-13,U
AX-55220,Kohlmeise,73.7,18.3,0,2024-09-13,U
AX-47312,Amsel,125.2,108.6,2,2024-09-13,F
AX-83649,Blaumeise,64.7,8.7,2,2024-09-13,M
AX-92899,Amsel,130.1,97.5,4,2024-09-13,U
AX-34914,Amsel,121.8,90.1,3,2024-09-13,F
AX-97258,Kohlmeise,75.3,19.4,0,2024-09-13,F
AX-11463,Blaumeise,64.4,11.9,3,2024-09-13,U
AX-94884,Amsel,124.8,101.3,2,2024-09-13,M
AX-91958,Amsel,133.6,101.4,3,2024-09-13,U
AX-38835,Blaumeise,58.9,10.6,3,2024-09-13,F
AX-19946,Amsel,131.0,104.0,3,2024-09-13,F
AX-71003,Amsel,125.0,94.6,5,2024-09-13,F
AX-32213,Kohlmeise,78.4,16.1,2,2024-09-13,M
AX-26647,Blaumeise,63.7,11.6,2,2024-09-13,M
AX-76040,Amsel,128.0,93.9,2,2024-09-13,F
AX-95463,Blaumeise,61.8,10.7,4,2024-09-13,U
AX-68427,Kohlmeise,70.2,16.6,5,2024-09-14,U
AX-23629,Kohlmeise,72.7,17.0,2,2024-09-14,U
AX-28626,Amsel,124.3,97.2,4,2024-09-14,U
AX-45739,Kohlmeise,77.0,14.4,5,2024-09-14,M
AX-76214,Amsel,123.7,100.4,0,2024-09-14,M
AX-40358,Amsel,124.8,96.7,1,2024-09-14,M
AX-53882,Amsel,122.2,84.3,5,2024-09-14,M
AX-11685,Kohlmeise,75.9,18.7,3,2024-09-14,F
AX-12637,Amsel,135.7,92.8,3,2024-09-14,M
AX-44362,Amsel,128.6,91.4,2,2024-09-14,U
AX-51528,Kohlmeise,77.5,18.2,2,2024-09-14,M
AX-28594,Kohlmeise,74.1,17.3,3,2024-09-14,U
AX-11578,Blaumeise,59.6,10.5,3,2024-09-14,F
AX-40800,Blaumeise,59.3,13.2,4,2024-09-14,U
AX-33345,Amsel,127.7,105.1,5,2024-09-14,M
AX-85303,Amsel,132.0,88.0,5,2024-09-14,U
AX-25624,Kohlmeise,76.9,17.6,2,2024-09-14,U
AX-28114,Amsel,130.7,94.3,1,2024-09-14,M
AX-75003,Kohlmeise,75.8,15.8,3,2024-09-14,M
AX-99866,Amsel,125.1,94.5,5,2024-09-14,U
AX-64414,Kohlmeise,77.0,16.7,2,2024-09-14,M
AX-85705,Blaumeise,62.7,11.2,2,2024-09-14,U
AX-94620,Kohlmeise,75.5,20.7,2,2024-09-15,U
AX-38210,Blaumeise,56.0,11.2,2,2024-09-15,F
AX-89983,Blaumeise,62.9,12.6,5,2024-09-15,F
AX-59970,Amsel,127.1,106.0,1,2024-09-15,M
AX-43814,Kohlmeise,70.8,21.0,4,2024-09-15,U
AX-87973,Blaumeise,63.7,11.9,4,2024-09-15,F
AX-29598,Blaumeise,60.2,11.2,1,2024-09-15,F
AX-24780,Amsel,128.6,96.2,1,2024-09-15,U
AX-48682,Blaumeise,64.2,9.7,4,2024-09-15,M
AX-29951,Kohlmeise,79.9,19.7,5,2024-09-15,M
AX-82629,Kohlmeise,73.0,18.5,4,2024-09-15,F
AX-79501,Blaumeise,61.8,11.2,0,2024-09-15,F
AX-79255,Amsel,122.2,107.2,2,2024-09-15,F
AX-87679,Amsel,120.0,90.2,5,2024-09-15,F
AX-39885,Kohlmeise,73.4,19.3,0,2024-09-15,U
AX-19946,Kohlmeise,72.8,19.4,5,2024-09-15,F
AX-99177,Kohlmeise,76.8,20.2,0,2024-09-15,U
AX-14573,Kohlmeise,78.7,17.6,0,2024-09-15,M
AX-34901,Amsel,130.5,83.6,5,2024-09-15,M
AX-32291,Kohlmeise,72.1,16.2,2,2024-09-15,F
AX-18206,Amsel,130.7,95.8,3,2024-09-15,U
AX-86737,Blaumeise,64.2,11.7,1,2024-09-15,M
AX-31541,Kohlmeise,73.5,21.3,5,2024-09-15,U
AX-37407,Kohlmeise,74.4,17.4,2,2024-09-16,U
AX-62086,Amsel,129.1,86.6,5,2024-09-16,F
AX-73082,Blaumeise,63.7,10.8,3,2024-09-16,M
AX-56900,Kohlmeise,77.6,17.6,2,2024-09-16,M
AX-56536,Kohlmeise,76.7,17.6,0,2024-09-16,M
AX-24736,Amsel,123.4,92.7,3,2024-09-16,F
AX-39854,Kohlmeise,71.6,18.2,1,2024-09-16,F
AX-93235,Amsel,129.8,92.5,5,2024-09-16,U
AX-50582,Blaumeise,60.8,10.5,4,2024-09-16,M
AX-98873,Blaumeise,66.2,12.2,3,2024-09-16,M
AX-29233,Blaumeise,59.0,10.0,1,2024-09-16,M
AX-11515,Blaumeise,60.1,11.2,0,2024-09-16,F
AX-42822,Kohlmeise,70.1,15.9,2,2024-09-16,U
AX-32239,Kohlmeise,77.2,18.3,3,2024-09-16,M
AX-32311,Amsel,129.0,94.0,0,2024-09-16,M
AX-46588,Kohlmeise,69.1,17.4,1,2024-09-16,F
AX-47352,Blaumeise,63.9,12.0,2,2024-09-16,U
AX-88109,Blaumeise,64.4,10.2,4,2024-09-16,M
AX-30628,Blaumeise,61.8,10.0,1,2024-09-16,M
AX-57479,Amsel,135.7,103.8,0,2024-09-16,U
AX-60165,Blaumeise,60.2,9.3,2,2024-09-16,F
AX-52239,Kohlmeise,71.5,18.3,1,2024-09-16,U
AX-90500,Amsel,124.3,96.4,4,2024-09-16,U
AX-55544,Kohlmeise,78.2,16.2,2,2024-09-16,M
AX-85255,Amsel,119.2,87.7,5,2024-09-16,U
AX-71815,Amsel,129.1,81.4,2,2024-09-16,F
AX-49052,Kohlmeise,78.5,17.3,1,2024-09-16,M
AX-32419,Blaumeise,60.4,11.8,3,2024-09-16,F
AX-47788,Blaumeise,60.8,11.3,3,2024-09-16,F
AX-65439,Kohlmeise,73.6,17.2,4,2024-09-16,U
AX-77517,Blaumeise,63.4,10.1,5,2024-09-16,M
AX-45381,Kohlmeise,73.2,18.8,2,2024-09-16,F
AX-13993,Amsel,128.2,94.3,0,2024-09-16,M
AX-18684,Kohlmeise,73.2,19.2,4,2024-09-16,F
AX-99878,Amsel,135.2,100.0,1,2024-09-16,M
AX-63858,Kohlmeise,74.2,18.3,3,2024-09-16,M
AX-16769,Amsel,128.6,98.3,1,2024-09-16,M
AX-15392,Blaumeise,64.3,12.7,0,2024-09-16,M
AX-31116,Blaumeise,62.3,10.0,5,2024-09-16,U
AX-33148,Kohlmeise,70.3,17.1,0,2024-09-16,F
AX-97402,Amsel,126.4,99.2,1,2024-09-16,F
AX-30393,Blaumeise,63.8,10.5,3,2024-09-16,M
AX-51411,Kohlmeise,70.3,17.3,0,2024-09-16,U
AX-45949,Amsel,133.5,82.8,3,2024-09-16,M
AX-39301,Amsel,130.6,94.2,3,2024-09-16,M
AX-24261,Kohlmeise,74.4,18.9,5,2024-09-16,U
AX-65538,Kohlmeise,77.0,18.0,1,2024-09-16,M
AX-92172,Kohlmeise,77.8,16.0,4,2024-09-16,M
AX-32229,Kohlmeise,69.9,17.7,1,2024-09-16,F
AX-33811,Blaumeise,61.3,12.3,5,2024-09-16,F
AX-94419,Amsel,131.0,101.8,1,2024-09-16,M
AX-25348,Blaumeise,61.9,9.1,5,2024-09-16,F
AX-28518,Kohlmeise,78.0,18.5,4,2024-09-16,M
AX-99866,Blaumeise,63.9,11.3,5,2024-09-16,M
AX-41009,Amsel,125.2,99.6,2,2024-09-16,M
AX-22871,Kohlmeise,74.5,18.7,2,2024-09-16,M
AX-29634,Amsel,128.8,113.2,1,2024-09-16,M
AX-90848,Blaumeise,60.9,11.3,5,2024-09-16,F
AX-73414,Amsel,129.2,92.5,2,2024-09-16,M
AX-71340,Amsel,138.1,97.2,3,2024-09-16,U
AX-18482,Kohlmeise,75.4,17.9,1,2024-09-16,U
AX-82059,Kohlmeise,75.6,14.6,2,2024-09-16,M
AX-72281,Kohlmeise,75.6,17.8,3,2024-09-16,M
AX-82303,Amsel,136.6,98.9,5,2024-09-16,F
AX-21514,Kohlmeise,73.4,18.3,4,2024-09-16,F
AX-80246,Blaumeise,62.1,9.4,4,2024-09-16,M
AX-91329,Blaumeise,64.3,12.1,3,2024-09-16,M
AX-46221,Kohlmeise,76.6,18.5,4,2024-09-16,U
AX-17953,Blaumeise,63.8,10.8,2,2024-09-16,F
AX-92723,Blaumeise,64.1,12.2,3,2024-09-16,M
AX-58345,Kohlmeise,73.0,17.5,3,2024-09-17,F
AX-95558,Kohlmeise,74.5,17.9,4,2024-09-17,F
AX-47723,Kohlmeise,76.8,17.9,0,2024-09-17,U
AX-17001,Amsel,126.2,85.0,2,2024-09-17,F
AX-49766,Kohlmeise,73.9,17.4,2,2024-09-17,M
AX-12517,Blaumeise,58.9,10.9,0,2024-09-17,F
AX-64118,Kohlmeise,80.2,15.5,4,2024-09-17,M
AX-88762,Blaumeise,63.4,10.0,4,2024-09-17,M
AX-79280,Blaumeise,62.6,11.3,3,2024-09-17,F
AX-54673,Kohlmeise,75.7,18.0,5,2024-09-17,M
AX-94814,Amsel,126.7,100.2,3,2024-09-17,F
AX-72075,Amsel,122.4,97.7,1,2024-09-17,F
AX-34068,Amsel,134.6,92.6,4,2024-09-17,M
AX-84924,Amsel,130.2,91.9,2,2024-09-17,M
AX-40595,Kohlmeise,74.3,16.0,3,2024-09-17,F
AX-20887,Blaumeise,62.8,12.2,0,2024-09-17,M
AX-77407,Amsel,130.0,89.7,3,2024-09-17,M
AX-73091,Amsel,123.6,101.4,1,2024-09-17,U
AX-41948,Blaumeise,61.7,10.9,2,2024-09-17,U
AX-33508,Blaumeise,59.6,9.2,5,2024-09-17,F
AX-78226,Amsel,124.4,90.0,4,2024-09-17,F
AX-37092,Amsel,125.1,90.0,4,2024-09-17,U
AX-10874,Kohlmeise,71.9,19.8,5,2024-09-17,F
AX-98715,Amsel,137.6,90.5,3,2024-09-17,M
AX-80069,Amsel,130.7,93.9,0,2024-09-17,F
AX-57637,Blaumeise,64.2,12.3,4,2024-09-17,M
AX-46168,Blaumeise,58.7,10.6,1,2024-09-17,F
AX-85526,Kohlmeise,70.1,18.0,3,2024-09-17,F
AX-31415,Amsel,126.1,107.2,4,2024-09-17,U
AX-75839,Blaumeise,64.9,10.6,3,2024-09-17,U
AX-52387,Kohlmeise,74.5,18.4,3,2024-09-17,U
AX-40013,Amsel,131.6,102.5,2,2024-09-17,M
AX-93866,Kohlmeise,75.6,16.3,5,2024-09-17,U
AX-62025,Kohlmeise,74.8,20.2,0,2024-09-17,F
AX-33029,Amsel,128.5,108.5,5,2024-09-17,U
AX-27254,Amsel,117.6,100.4,0,2024-09-17,M
AX-58487,Kohlmeise,78.4,16.7,5,2024-09-17,U
AX-15299,Blaumeise,62.6,10.3,4,2024-09-17,U
AX-53245,Amsel,131.6,97.2,1,2024-09-17,F
AX-76469,Amsel,123.4,89.3,5,2024-09-17,M
AX-52672,Kohlmeise,76.6,18.5,0,2024-09-17,M
AX-86085,Amsel,124.7,98.7,5,2024-09-17,U
AX-66280,Blaumeise,58.3,10.7,2,2024-09-17,F
AX-15704,Amsel,129.7,86.8,0,2024-09-17,M
AX-68100,Kohlmeise,75.0,18.0,0,2024-09-17,M
AX-39899,Amsel,128.3,99.5,1,2024-09-17,U
AX-41874,Blaumeise,62.0,10.4,5,2024-09-17,U
AX-83332,Amsel,124.9,88.2,1,2024-09-17,F
AX-58008,Amsel,124.8,103.0,0,2024-09-17,U
AX-31741,Blaumeise,61.8,9.7,3,2024-09-17,F
AX-66284,Blaumeise,63.4,10.0,0,2024-09-17,M
AX-40732,Kohlmeise,75.7,16.4,2,2024-09-17,F
AX-65094,Kohlmeise,72.1,16.6,2,2024-09-17,F
AX-91817,Kohlmeise,72.3,16.7,2,2024-09-17,F
AX-68281,Blaumeise,59.7,12.4,4,2024-09-17,F
AX-27604,Kohlmeise,73.6,18.1,5,2024-09-17,M
AX-77608,Amsel,131.5,92.9,1,2024-09-17,M
AX-98149,Blaumeise,64.3,9.8,5,2024-09-17,U
AX-68906,Amsel,128.0,95.9,0,2024-09-17,M
AX-98366,Amsel,132.3,97.1,0,2024-09-17,U
AX-85320,Blaumeise,62.4,13.4,1,2024-09-17,U
AX-92940,Amsel,126.7,86.9,1,2024-09-17,F
AX-64838,Blaumeise,62.6,9.8,3,2024-09-17,U
AX-59950,Blaumeise,63.9,11.3,0,2024-09-17,M
AX-90326,Blaumeise,62.1,11.3,3,2024-09-17,U
AX-18756,Amsel,132.2,93.9,0,2024-09-17,M
AX-49927,Kohlmeise,72.6,15.4,4,2024-09-17,F
AX-92822,Amsel,129.9,83.2,0,2024-09-17,F
AX-89206,Kohlmeise,78.1,14.6,0,2024-09-17,M
AX-67453,Blaumeise,57.5,9.4,1,2024-09-17,F
AX-91590,Kohlmeise,79.8,14.9,5,2024-09-17,M
AX-53736,Blaumeise,63.9,12.8,2,2024-09-17,M
AX-58324,Amsel,125.5,96.9,3,2024-09-17,M
AX-26086,Amsel,137.1,98.6,4,2024-09-17,M
AX-40199,Amsel,129.9,98.1,2,2024-09-17,M
AX-96189,Kohlmeise,74.5,17.1,5,2024-09-17,F
AX-32243,Amsel,129.4,107.5,5,2024-09-17,U
AX-36470,Amsel,128.6,99.4,3,2024-09-17,U
AX-97515,Kohlmeise,77.1,20.4,1,2024-09-17,M
AX-20392,Blaumeise,59.7,10.1,1,2024-09-17,F
AX-43170,Blaumeise,61.8,10.9,0,2024-09-19,F
AX-87848,Blaumeise,62.2,11.5,4,2024-09-19,M
AX-34650,Kohlmeise,73.9,18.0,1,2024-09-19,F
AX-31802,Blaumeise,59.3,12.1,3,2024-09-19,F
AX-34225,Amsel,129.6,81.3,0,2024-09-19,M
AX-10319,Amsel,130.2,103.2,4,2024-09-19,F
AX-49252,Blaumeise,64.2,11.3,0,2024-09-19,M
AX-21411,Kohlmeise,71.7,16.7,4,2024-09-19,F
AX-43365,Kohlmeise,71.9,17.8,3,2024-09-19,F
AX-33193,Amsel,122.7,110.2,3,2024-09-19,U
AX-71256,Blaumeise,62.2,11.3,2,2024-09-19,M
AX-91560,Blaumeise,59.6,11.0,2,2024-09-19,F
AX-65566,Blaumeise,63.5,11.0,3,2024-09-19,M
AX-52086,Kohlmeise,73.6,18.2,1,2024-09-19,U
AX-68251,Blaumeise,64.3,10.1,3,2024-09-19,M
AX-95324,Blaumeise,59.5,10.0,2,2024-09-19,F
AX-75644,Amsel,126.9,100.8,5,2024-09-19,F
AX-13717,Blaumeise,64.1,10.3,2,2024-09-19,M
AX-56988,Blaumeise,62.6,9.6,3,2024-09-19,F
AX-83536,Kohlmeise,73.3,19.4,2,2024-09-19,F
AX-29722,Blaumeise,65.3,11.5,3,2024-09-19,M
AX-42885,Blaumeise,63.5,9.5,4,2024-09-19,M
AX-58114,Amsel,125.6,83.3,0,2024-09-19,F
AX-98574,Blaumeise,62.3,9.4,1,2024-09-19,M
AX-51786,Blaumeise,64.1,10.8,4,2024-09-19,U
AX-63385,Amsel,123.2,107.2,4,2024-09-19,U
AX-54371,Amsel,127.3,91.8,5,2024-09-19,M
AX-98549,Kohlmeise,76.5,16.7,1,2024-09-19,U
AX-92172,Amsel,127.2,102.4,1,2024-09-19,M
AX-30545,Blaumeise,63.2,11.1,3,2024-09-19,U
AX-33072,Amsel,127.7,109.2,3,2024-09-19,U
AX-49852,Kohlmeise,77.3,16.3,0,2024-09-19,U
AX-28900,Amsel,133.5,99.2,3,2024-09-19,F
AX-18248,Blaumeise,62.1,11.2,1,2024-09-19,M
AX-97662,Blaumeise,58.9,11.7,0,2024-09-19,F
AX-98109,Kohlmeise,74.3,18.4,4,2024-09-19,U
AX-83365,Blaumeise,62.9,10.5,3,2024-09-19,U
AX-19346,Amsel,129.6,109.5,5,2024-09-19,M
AX-93981,Amsel,126.6,102.4,1,2024-09-19,F
AX-24566,Amsel,133.1,100.3,4,2024-09-19,M
AX-16771,Blaumeise,61.8,10.0,2,2024-09-19,U
AX-55714,Amsel,127.5,96.6,1,2024-09-19,U
AX-17707,Blaumeise,62.7,10.6,1,2024-09-19,M
AX-33847,Kohlmeise,73.6,16.9,5,2024-09-19,F
AX-11110,Kohlmeise,75.5,16.9,0,2024-09-19,U
AX-66141,Blaumeise,62.0,10.7,0,2024-09-19,F
AX-45378,Kohlmeise,76.7,17.2,1,2024-09-19,U
AX-35488,Blaumeise,60.8,9.7,1,2024-09-19,U
AX-25768,Amsel,127.8,102.0,4,2024-09-19,M
AX-31293,Blaumeise,58.2,12.4,3,2024-09-19,F
AX-74312,Blaumeise,62.1,11.1,4,2024-09-19,U
AX-71785,Blaumeise,63.6,11.8,0,2024-09-19,M
AX-80505,Amsel,131.1,90.2,0,2024-09-19,F
AX-22372,Amsel,127.1,86.0,2,2024-09-19,F
AX-84117,Kohlmeise,74.7,19.5,1,2024-09-19,F
AX-15852,Amsel,125.7,88.8,2,2024-09-19,M
AX-11599,Kohlmeise,77.4,17.5,0,2024-09-19,F
AX-40928,Amsel,131.9,107.4,0,2024-09-19,U
AX-56623,Amsel,131.3,105.5,5,2024-09-19,F
AX-56488,Blaumeise,62.5,11.3,1,2024-09-19,U
AX-41805,Amsel,127.0,93.0,3,2024-09-19,F
AX-88766,Kohlmeise,78.3,17.9,4,2024-09-19,M
AX-68004,Amsel,132.8,99.8,4,2024-09-19,M
AX-30285,Amsel,129.9,102.2,2,2024-09-19,M
AX-15672,Kohlmeise,76.5,18.8,5,2024-09-19,M
AX-25606,Amsel,127.0,104.3,2,2024-09-19,F
AX-47221,Amsel,124.6,98.4,0,2024-09-19,F
AX-11394,Amsel,126.1,96.1,1,2024-09-19,U
AX-81756,Blaumeise,62.8,9.6,2,2024-09-19,M
AX-75137,Amsel,129.3,86.6,5,2024-09-19,F
AX-30258,Kohlmeise,76.1,20.8,3,2024-09-19,M
AX-96095,Kohlmeise,72.7,16.7,3,2024-09-19,U
AX-50060,Kohlmeise,73.2,16.0,0,2024-09-19,F
AX-13830,Amsel,125.8,88.9,2,2024-09-19,M
AX-83705,Blaumeise,63.6,12.3,3,2024-09-19,M
AX-29419,Kohlmeise,74.9,15.0,3,2024-09-19,U
AX-15024,Amsel,129.1,86.6,5,2024-09-19,M
AX-47245,Kohlmeise,77.3,17.2,4,2024-09-19,F
AX-33500,Amsel,131.6,97.7,3,2024-09-19,F
AX-20958,Blaumeise,58.0,10.5,5,2024-09-19,F
